Namespace(batch_size=64, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=0, max_workers=1, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0) 
Using GPU: False 
Rank: 3. World Size: 4 
Rank: 3, Initialize time: 0.9851 s 
Rank: 3, Epoch: 0, Training ... 
[epoch: 0/1][iteration: 0/196][rank: 3] Loss_D: 1.4957, Loss_G: 3.8765, D(x): 0.5828, D(G(z)): 0.5997 / 0.0218, iteration time: 4.3889s 
Rank: 3, Epoch: 0, iteration: 0/196, It. time: 4.3889s, Elapsed time: 5.4352 s 
[epoch: 0/1][iteration: 1/196][rank: 3] Loss_D: 1.0210, Loss_G: 3.3359, D(x): 0.5639, D(G(z)): 0.3327 / 0.0373, iteration time: 4.1935s 
Rank: 3, Epoch: 0, iteration: 1/196, It. time: 4.1935s, Elapsed time: 10.3460 s 
[epoch: 0/1][iteration: 2/196][rank: 3] Loss_D: 0.9100, Loss_G: 4.1497, D(x): 0.7315, D(G(z)): 0.4167 / 0.0166, iteration time: 4.1177s 
Rank: 3, Epoch: 0, iteration: 2/196, It. time: 4.1177s, Elapsed time: 14.4658 s 
[epoch: 0/1][iteration: 3/196][rank: 3] Loss_D: 0.6402, Loss_G: 4.7509, D(x): 0.7720, D(G(z)): 0.2959 / 0.0093, iteration time: 4.1198s 
Rank: 3, Epoch: 0, iteration: 3/196, It. time: 4.1198s, Elapsed time: 18.5876 s 
[epoch: 0/1][iteration: 4/196][rank: 3] Loss_D: 0.6581, Loss_G: 5.1827, D(x): 0.7620, D(G(z)): 0.2771 / 0.0060, iteration time: 4.1560s 
Rank: 3, Epoch: 0, iteration: 4/196, It. time: 4.1560s, Elapsed time: 22.7455 s 
[epoch: 0/1][iteration: 5/196][rank: 3] Loss_D: 0.7647, Loss_G: 5.8253, D(x): 0.7031, D(G(z)): 0.2400 / 0.0032, iteration time: 4.1069s 
Rank: 3, Epoch: 0, iteration: 5/196, It. time: 4.1069s, Elapsed time: 26.8543 s 
[epoch: 0/1][iteration: 6/196][rank: 3] Loss_D: 0.6500, Loss_G: 6.8238, D(x): 0.7870, D(G(z)): 0.2977 / 0.0012, iteration time: 4.0829s 
Rank: 3, Epoch: 0, iteration: 6/196, It. time: 4.0829s, Elapsed time: 30.9390 s 
[epoch: 0/1][iteration: 7/196][rank: 3] Loss_D: 0.4910, Loss_G: 6.9457, D(x): 0.7955, D(G(z)): 0.1795 / 0.0010, iteration time: 4.1026s 
Rank: 3, Epoch: 0, iteration: 7/196, It. time: 4.1026s, Elapsed time: 35.0436 s 
[epoch: 0/1][iteration: 8/196][rank: 3] Loss_D: 0.3517, Loss_G: 7.3643, D(x): 0.8559, D(G(z)): 0.1524 / 0.0007, iteration time: 4.1036s 
Rank: 3, Epoch: 0, iteration: 8/196, It. time: 4.1036s, Elapsed time: 39.1494 s 
[epoch: 0/1][iteration: 9/196][rank: 3] Loss_D: 0.4237, Loss_G: 8.9200, D(x): 0.8746, D(G(z)): 0.2093 / 0.0001, iteration time: 4.0928s 
Rank: 3, Epoch: 0, iteration: 9/196, It. time: 4.0928s, Elapsed time: 43.2444 s 
[epoch: 0/1][iteration: 10/196][rank: 3] Loss_D: 0.2453, Loss_G: 7.4512, D(x): 0.8629, D(G(z)): 0.0510 / 0.0006, iteration time: 4.0902s 
Rank: 3, Epoch: 0, iteration: 10/196, It. time: 4.0902s, Elapsed time: 47.3368 s 
[epoch: 0/1][iteration: 11/196][rank: 3] Loss_D: 0.7443, Loss_G: 11.6983, D(x): 0.9412, D(G(z)): 0.4796 / 0.0000, iteration time: 4.0654s 
Rank: 3, Epoch: 0, iteration: 11/196, It. time: 4.0654s, Elapsed time: 51.4043 s 
[epoch: 0/1][iteration: 12/196][rank: 3] Loss_D: 0.2990, Loss_G: 11.0082, D(x): 0.7907, D(G(z)): 0.0007 / 0.0000, iteration time: 4.0801s 
Rank: 3, Epoch: 0, iteration: 12/196, It. time: 4.0801s, Elapsed time: 55.4863 s 
[epoch: 0/1][iteration: 13/196][rank: 3] Loss_D: 0.1752, Loss_G: 6.0070, D(x): 0.8607, D(G(z)): 0.0121 / 0.0027, iteration time: 4.0494s 
Rank: 3, Epoch: 0, iteration: 13/196, It. time: 4.0494s, Elapsed time: 59.5375 s 
[epoch: 0/1][iteration: 14/196][rank: 3] Loss_D: 2.4404, Loss_G: 12.4510, D(x): 0.9527, D(G(z)): 0.9021 / 0.0000, iteration time: 4.0771s 
Rank: 3, Epoch: 0, iteration: 14/196, It. time: 4.0771s, Elapsed time: 63.6166 s 
[epoch: 0/1][iteration: 15/196][rank: 3] Loss_D: 0.2398, Loss_G: 13.2566, D(x): 0.8148, D(G(z)): 0.0001 / 0.0000, iteration time: 4.0527s 
Rank: 3, Epoch: 0, iteration: 15/196, It. time: 4.0527s, Elapsed time: 67.6712 s 
[epoch: 0/1][iteration: 16/196][rank: 3] Loss_D: 0.2373, Loss_G: 11.3241, D(x): 0.8214, D(G(z)): 0.0001 / 0.0000, iteration time: 4.0822s 
Rank: 3, Epoch: 0, iteration: 16/196, It. time: 4.0822s, Elapsed time: 71.7553 s 
[epoch: 0/1][iteration: 17/196][rank: 3] Loss_D: 0.0868, Loss_G: 5.7272, D(x): 0.9289, D(G(z)): 0.0060 / 0.0037, iteration time: 4.0514s 
Rank: 3, Epoch: 0, iteration: 17/196, It. time: 4.0514s, Elapsed time: 75.8085 s 
[epoch: 0/1][iteration: 18/196][rank: 3] Loss_D: 2.9867, Loss_G: 12.0700, D(x): 0.9598, D(G(z)): 0.9443 / 0.0000, iteration time: 4.0477s 
Rank: 3, Epoch: 0, iteration: 18/196, It. time: 4.0477s, Elapsed time: 79.8582 s 
[epoch: 0/1][iteration: 19/196][rank: 3] Loss_D: 0.1376, Loss_G: 13.1090, D(x): 0.8814, D(G(z)): 0.0001 / 0.0000, iteration time: 3.9993s 
Rank: 3, Epoch: 0, iteration: 19/196, It. time: 3.9993s, Elapsed time: 83.8594 s 
[epoch: 0/1][iteration: 20/196][rank: 3] Loss_D: 0.2324, Loss_G: 11.5901, D(x): 0.8279, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0087s 
Rank: 3, Epoch: 0, iteration: 20/196, It. time: 4.0087s, Elapsed time: 87.8700 s 
[epoch: 0/1][iteration: 21/196][rank: 3] Loss_D: 0.1074, Loss_G: 7.7433, D(x): 0.9064, D(G(z)): 0.0007 / 0.0005, iteration time: 3.9854s 
Rank: 3, Epoch: 0, iteration: 21/196, It. time: 3.9854s, Elapsed time: 91.8574 s 
[epoch: 0/1][iteration: 22/196][rank: 3] Loss_D: 0.4825, Loss_G: 10.5533, D(x): 0.9432, D(G(z)): 0.3353 / 0.0000, iteration time: 4.0191s 
Rank: 3, Epoch: 0, iteration: 22/196, It. time: 4.0191s, Elapsed time: 95.8783 s 
[epoch: 0/1][iteration: 23/196][rank: 3] Loss_D: 0.0827, Loss_G: 9.8877, D(x): 0.9272, D(G(z)): 0.0025 / 0.0001, iteration time: 4.1139s 
Rank: 3, Epoch: 0, iteration: 23/196, It. time: 4.1139s, Elapsed time: 99.9944 s 
[epoch: 0/1][iteration: 24/196][rank: 3] Loss_D: 0.0850, Loss_G: 6.3840, D(x): 0.9384, D(G(z)): 0.0164 / 0.0020, iteration time: 4.0926s 
Rank: 3, Epoch: 0, iteration: 24/196, It. time: 4.0926s, Elapsed time: 104.0890 s 
[epoch: 0/1][iteration: 25/196][rank: 3] Loss_D: 1.4285, Loss_G: 13.7921, D(x): 0.9551, D(G(z)): 0.7360 / 0.0000, iteration time: 4.0492s 
Rank: 3, Epoch: 0, iteration: 25/196, It. time: 4.0492s, Elapsed time: 108.1402 s 
[epoch: 0/1][iteration: 26/196][rank: 3] Loss_D: 0.2227, Loss_G: 14.9104, D(x): 0.8478, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0411s 
Rank: 3, Epoch: 0, iteration: 26/196, It. time: 4.0411s, Elapsed time: 112.1833 s 
[epoch: 0/1][iteration: 27/196][rank: 3] Loss_D: 0.2510, Loss_G: 13.9457, D(x): 0.8051, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0724s 
Rank: 3, Epoch: 0, iteration: 27/196, It. time: 4.0724s, Elapsed time: 116.2576 s 
[epoch: 0/1][iteration: 28/196][rank: 3] Loss_D: 0.2011, Loss_G: 11.9512, D(x): 0.8490, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0493s 
Rank: 3, Epoch: 0, iteration: 28/196, It. time: 4.0493s, Elapsed time: 120.3089 s 
[epoch: 0/1][iteration: 29/196][rank: 3] Loss_D: 0.0620, Loss_G: 8.7480, D(x): 0.9425, D(G(z)): 0.0002 / 0.0002, iteration time: 4.1069s 
Rank: 3, Epoch: 0, iteration: 29/196, It. time: 4.1069s, Elapsed time: 124.4181 s 
[epoch: 0/1][iteration: 30/196][rank: 3] Loss_D: 0.0681, Loss_G: 4.6063, D(x): 0.9594, D(G(z)): 0.0248 / 0.0120, iteration time: 4.0226s 
Rank: 3, Epoch: 0, iteration: 30/196, It. time: 4.0226s, Elapsed time: 128.4427 s 
[epoch: 0/1][iteration: 31/196][rank: 3] Loss_D: 1.8559, Loss_G: 13.0781, D(x): 0.9690, D(G(z)): 0.8235 / 0.0000, iteration time: 4.0544s 
Rank: 3, Epoch: 0, iteration: 31/196, It. time: 4.0544s, Elapsed time: 132.4992 s 
[epoch: 0/1][iteration: 32/196][rank: 3] Loss_D: 0.1148, Loss_G: 14.5242, D(x): 0.9151, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0570s 
Rank: 3, Epoch: 0, iteration: 32/196, It. time: 4.0570s, Elapsed time: 136.5583 s 
[epoch: 0/1][iteration: 33/196][rank: 3] Loss_D: 0.1227, Loss_G: 14.2000, D(x): 0.9075, D(G(z)): 0.0000 / 0.0000, iteration time: 4.0699s 
Rank: 3, Epoch: 0, iteration: 33/196, It. time: 4.0699s, Elapsed time: 140.6301 s 
