Namespace(batch_size=32, beta1=0.5, cuda=False, dataroot='./cifar10', dataset='cifar10', image_size=64, learning_rate=0.0002, local_rank=0, max_workers=4, ndf=64, ngf=64, num_epochs=1, nz=100, out_folder='.', seed=0) 
Using GPU: False 
Rank: 0. World Size: 1 
Rank: 0, Initialize time: 2.4996 s 
Rank: 0, Epoch: 0, Training ... 
[epoch: 0/1][iteration: 0/1563][rank: 0] Loss_D: 1.4350, Loss_G: 4.1251, D(x): 0.5972, D(G(z)): 0.5917 / 0.0170, iteration time: 2.2946s 
Rank: 0, Epoch: 0, iteration: 0/1563, It. time: 2.2946s, Elapsed time: 4.9687 s 
[epoch: 0/1][iteration: 1/1563][rank: 0] Loss_D: 0.9857, Loss_G: 3.2470, D(x): 0.5625, D(G(z)): 0.3079 / 0.0403, iteration time: 2.0330s 
Rank: 0, Epoch: 0, iteration: 1/1563, It. time: 2.0330s, Elapsed time: 7.3755 s 
[epoch: 0/1][iteration: 2/1563][rank: 0] Loss_D: 0.8035, Loss_G: 4.0381, D(x): 0.7350, D(G(z)): 0.3685 / 0.0182, iteration time: 2.0021s 
Rank: 0, Epoch: 0, iteration: 2/1563, It. time: 2.0021s, Elapsed time: 9.3845 s 
[epoch: 0/1][iteration: 3/1563][rank: 0] Loss_D: 0.7836, Loss_G: 4.3895, D(x): 0.6935, D(G(z)): 0.2887 / 0.0130, iteration time: 1.9802s 
Rank: 0, Epoch: 0, iteration: 3/1563, It. time: 1.9802s, Elapsed time: 11.3700 s 
[epoch: 0/1][iteration: 4/1563][rank: 0] Loss_D: 0.6505, Loss_G: 4.8869, D(x): 0.7590, D(G(z)): 0.2823 / 0.0080, iteration time: 1.9880s 
Rank: 0, Epoch: 0, iteration: 4/1563, It. time: 1.9880s, Elapsed time: 13.3665 s 
[epoch: 0/1][iteration: 5/1563][rank: 0] Loss_D: 0.6557, Loss_G: 5.7667, D(x): 0.7741, D(G(z)): 0.3006 / 0.0033, iteration time: 1.9886s 
Rank: 0, Epoch: 0, iteration: 5/1563, It. time: 1.9886s, Elapsed time: 15.3631 s 
[epoch: 0/1][iteration: 6/1563][rank: 0] Loss_D: 0.6317, Loss_G: 5.5243, D(x): 0.7085, D(G(z)): 0.2058 / 0.0044, iteration time: 1.9929s 
Rank: 0, Epoch: 0, iteration: 6/1563, It. time: 1.9929s, Elapsed time: 17.3634 s 
